review_status	case_id	case_path	pr_number	pr_title	test_type	test_path	test_name	failure_signature	patch_url	候选细粒度机制	是否适合单独成subpattern	边界/相邻模式	备注
reviewed	pr-33946	cases/2022/04/pr-33946.json	33946	executor: use sys session to build view for `info_schema.columns` retrieval	unit	executor/infoschema_reader_test.go	infoschema_reader_test	ORDER BY ordinal_position LIMIT 1 (executor/infoschema_reader_test.go)	https://github.com/pingcap/tidb/pull/33946.patch	构建 view plan 时与其他 executor goroutine 共享同一个 session	是	属于共享 session 被并发执行路径复用子族	很好的正例：改为单独 sys session
reviewed	pr-34016	cases/2022/04/pr-34016.json	34016	executor: fix data race in TestSlowQueryOOM	unit	infoschema/cluster_tables_test.go	TestSlowQueryOOM	executor: fix data race in TestSlowQueryOOM	https://github.com/pingcap/tidb/pull/34016.patch	slow-query 异步解析 goroutine 在 close/cancel 后仍访问共享资源	否	更像 async cleanup / WaitGroup / resource lifecycle	不并入共享状态主线
reviewed	pr-34027	cases/2022/04/pr-34027.json	34027	server: fix data race in TestIssue33699	unit	server/conn_test.go	TestIssue33699	server: fix data race in TestIssue33699	https://github.com/pingcap/tidb/pull/34027.patch	`clientConn.ctx` 被 `ShowProcess` 与 `ComChangeUser` 并发读写	是	属于连接上下文共享指针需加锁子族	高纯度正例
reviewed	pr-34308	cases/2022/04/pr-34308.json	34308	ddl: move some tests to package `ddl_test`	unit	ddl/db_rename_test.go	db_rename_test	// fix data race	https://github.com/pingcap/tidb/pull/34308.patch	DDL callback hook 与测试线程共享 `checkOK/hookErr` 等变量无锁	是	正好是 `DDL hook callback 写共享变量无锁` 目标粒度	高纯度正例
reviewed	pr-34466	cases/2022/05/pr-34466.json	34466	*: support savepoint in transaction	unit	executor/executor_txn_test.go	executor_txn_test	"// fix date race in the testify. it can be remove after merging https://github.com/stretchr/testify/pull/1165 | {""select * from t order by id"", []string{""1 1"", ""2 2"", ""3 3""}}, (executor/executor_txn_test.go)"	https://github.com/pingcap/tidb/pull/34466.patch	testify 依赖自身的 data race 影响测试	否	第三方依赖 / vendor race	不适合作为 TiDB 侧 subpattern
reviewed	pr-34505	cases/2022/05/pr-34505.json	34505	tests/pessimistictest: fix DATA RACE for tests	unit	tests/pessimistictest/pessimistic_test.go	pessimistic_test	tests/pessimistictest: fix DATA RACE for tests	https://github.com/pingcap/tidb/pull/34505.patch	测试线程在 `dom.Close()` 前改写全局 `transaction.PrewriteMaxBackoff`，后台 goroutine 仍会读取	是	属于“测试改写的全局开关被异步运行路径读取”子族	高纯度正例
reviewed	pr-34512	cases/2022/05/pr-34512.json	34512	*: upgrade gomod to fix data race	unit	tests/pessimistictest/pessimistic_test.go	pessimistic_test	*: upgrade gomod to fix data race	https://github.com/pingcap/tidb/pull/34512.patch	`transaction.PrewriteMaxBackoff` 由普通全局变量升级为 atomic，并在测试里用 `Store` 改写	是	与 `pr-34505` 同族，但修复主要在上游 client-go	可以作为同族补充样例，备注其 fix 依赖升级
reviewed	pr-34644	cases/2022/05/pr-34644.json	34644	*: move config file option oom-action to sysvar	realtikv	tests/realtikvtest/sessiontest/session_test.go	session_test	// Because the internal SQL may access the global bind-info handler. As the result, the data race occurs here as the	https://github.com/pingcap/tidb/pull/34644.patch	bootstrap 过早执行 internal SQL / sysvar 更新，触碰尚未就绪的全局 bind-info handler	是	属于 init-before-bootstrap / 全局 handler 初始化顺序子族	与 bind-info handler 相关的高价值正例
reviewed	pr-34796	cases/2022/05/pr-34796.json	34796	test: fix data race in the test mocker	unit	executor/compact_table_test.go	compact_table_test	test: fix data race in the test mocker	https://github.com/pingcap/tidb/pull/34796.patch	test mocker 的 modification/state 字段被并发读写	部分适合	属于共享测试 mock 状态需 mutex，但 case 说明较泛	可保留为宽泛边界正例
reviewed	pr-34866	cases/2022/05/pr-34866.json	34866	ddl: remove testify suite	unit	ddl/db_change_failpoints_test.go	db_change_failpoints_test	// Using same `tk` in different goroutines may lead to data race.	https://github.com/pingcap/tidb/pull/34866.patch	DDL callback 与测试线程共用同一个 `testkit`/session	是	属于共享 TestKit/session 被异步路径复用子族	高纯度正例
reviewed	pr-34979	cases/2022/05/pr-34979.json	34979	ddl: make `jobCtx` maintained by `ddlCtx`	unit	ddl/restart_test.go	restart_test	wg tidbutil.WaitGroupWrapper // It's only used to deal with data race in restart_test.	https://github.com/pingcap/tidb/pull/34979.patch	`jobCtxMap` 与 jobCtx 生命周期由多个路径并发访问，需收拢进 `ddlCtx` 并加锁	是	属于 DDL jobContext / jobCtxMap 共享状态子族	高价值正例
reviewed	pr-35134	cases/2022/06/pr-35134.json	35134	planner: fix data race in the TestCacheHitInRc	unit	planner/core/prepare_test.go	TestCacheHitInRc	planner: fix data race in the TestCacheHitInRc	https://github.com/pingcap/tidb/pull/35134.patch	`ExecutePreparedStmt` 返回的 RecordSet 未 Close，后台操作与后续 schema 变更竞争	否	属于 result set close / goroutine lifetime	是 sibling，不进入共享状态主线
reviewed	pr-35201	cases/2022/06/pr-35201.json	35201	executor: refactor analyze executor	unit	executor/analyze.go	TestAnalyzeVirtualCol	- // report unexpected/unreasonable data race error on subIndexWorkerWg when running TestAnalyzeVirtualCol test	https://github.com/pingcap/tidb/pull/35201.patch	`subIndexWorkerWg` 初始化/挂接时机与 worker 并发使用交错	是	属于 worker 辅助同步对象需先初始化再启动并发路径子族	与 `pr-25789` 同族
reviewed	pr-35312	cases/2022/06/pr-35312.json	35312	executor: separte analyze v1/v2 code for for analyzeExec	unit	executor/BUILD.bazel	TestAnalyzeVirtualCol	- // report unexpected/unreasonable data race error on subIndexWorkerWg when running TestAnalyzeVirtualCol test	https://github.com/pingcap/tidb/pull/35312.patch	分析执行器重构后再次收敛 `subIndexWorkerWg` 的初始化/使用时机	是	与 `pr-35201` `pr-25789` 同族	可作为重复锚点
reviewed	pr-35370	cases/2022/06/pr-35370.json	35370	charset: fix data race in the Collation.IsDefault	unit	executor/point_get_test.go	point_get_test	charset: fix data race in the Collation.IsDefault	https://github.com/pingcap/tidb/pull/35370.patch	测试通过去掉并行 goroutine、改顺序执行来绕过 `Collation.IsDefault` race	否	更像 disable-parallel / sequentialize workaround	不是可复用共享状态子 pattern
reviewed	pr-35820	cases/2022/07/pr-35820.json	35820	executor: fix index_lookup_hash_join hang when used with limit	unit	executor/index_lookup_hash_join.go	indexHashJoinInnerWorker.handleTask	Hang/timeout: IndexLookupHashJoin inner worker blocks on `task.resultCh` send after Close().	https://github.com/pingcap/tidb/pull/35820.patch	consumer Close 后 producer 仍向 `resultCh` 阻塞发送	否	更像 channel send-after-close / cancel-aware send	属于生命周期/通道 sibling
reviewed	pr-35919	cases/2022/07/pr-35919.json	35919	executor: fix incorrect runtime stats when there are `apply`s	unit	executor/aggregate.go	HashAggExec.prepare4ParallelExec	DATA RACE: `HashAggExec` runtime stats (`PartialWallTime` / `FinalWallTime`) updated by goroutines after reuse.	https://github.com/pingcap/tidb/pull/35919.patch	HashAgg 后台 goroutine 持有 `e.stats`，executor reuse 后继续写共享 runtime stats 字段	是	属于 executor reuse 下共享 stats/state 被旧 goroutine 回写子族	高价值正例
reviewed	pr-35923	cases/2022/07/pr-35923.json	35923	*: fix a data race on TestConnExecutionTimeout	unit	ddl/ddl.go	ddl.DoDDLJob	*: fix a data race on TestConnExecutionTimeout	https://github.com/pingcap/tidb/pull/35923.patch	kill goroutine 与 DDL goroutine 并发读取/取消共享执行状态，后改为 DDL goroutine 自己处理 kill	部分适合	更像 owner-goroutine / cancel responsibility 收口	保留为边界样本，不作为第一批子 pattern
reviewed	pr-35949	cases/2022/07/pr-35949.json	35949	pdutil: fix unstable test TestPauseSchedulersByKeyRange	unit	br/pkg/pdutil/pd_serial_test.go	TestPauseSchedulersByKeyRange	pdutil: fix unstable test TestPauseSchedulersByKeyRange	https://github.com/pingcap/tidb/pull/35949.patch	mock server handler 共享 `deleted` 标志/状态，late request 与 delete 并发交错	是	属于 mock server 共享状态需 mutex / deleted flag 子族	正例，机制较清晰
reviewed	pr-36174	cases/2022/07/pr-36174.json	36174	test: refactor restart test	unit	ddl/ddl_test.go	ddl_test	// this test file include some test that will cause data race, mainly because restartWorkers modify d.ctx	https://github.com/pingcap/tidb/pull/36174.patch	`restartWorkers` 直接改共享 `d.ctx`，与其他 worker/测试路径竞争	否	更像 restart lifecycle / internal context mutation	不放进共享状态主线
reviewed	pr-36202	cases/2022/07/pr-36202.json	36202	sessionctx: fix data race in the TestLoadAndReadConcurrently	unit	sessionctx/sessionstates/session_token_test.go	TestLoadAndReadConcurrently	sessionctx: fix data race in the TestLoadAndReadConcurrently	https://github.com/pingcap/tidb/pull/36202.patch	goroutine 闭包捕获循环变量 `i`	是	正好是 `goroutine 闭包捕获循环变量` 目标粒度	高纯度正例
reviewed	pr-36207	cases/2022/07/pr-36207.json	36207	ddl: fix data race in the setDDLLabelForDiagnosis	unit	ddl/ddl.go	ddlCtx.setDDLSourceForDiagnosis	ddl: fix data race in the setDDLLabelForDiagnosis	https://github.com/pingcap/tidb/pull/36207.patch	`setDDLLabelForDiagnosis` 在 jobCtx 已发布后继续改共享 diagnosis label/context	是	属于 DDL jobCtx 发布后再改写共享字段子族	与 `pr-34979` / `pr-33617` 同方向
reviewed	pr-36640	cases/2022/08/pr-36640.json	36640	*: cleanup sysvar API usage	unit	store/mockstore/mockstore.go	WithDDLChecker	DATA RACE risk: domain DDL (`dom.ddl`) initialization/injection ordering during bootstrap.	https://github.com/pingcap/tidb/pull/36640.patch	bootstrap 期间 `dom.ddl` 注入顺序不安全，需在 bootstrap 前通过 `WithDDLChecker` 提前注入	是	属于 init-before-bootstrap / 共享 DDL 组件注入顺序子族	高价值正例
reviewed	pr-36768	cases/2022/08/pr-36768.json	36768	ddl/schematracker: fix SetDDL will cause data race	unit	ddl/column_modify_test.go	column_modify_test	ddl/schematracker: fix SetDDL will cause data race	https://github.com/pingcap/tidb/pull/36768.patch	`dom.SetDDL` 在 bootstrap 后才注入，和 domain 初始化/内部 SQL 并发	是	属于 init-before-bootstrap / DDL 注入顺序子族	与 `pr-36640` `pr-36964` 同方向
reviewed	pr-36964	cases/2022/08/pr-36964.json	36964	test: fix race for SetDDL by moving ddl inject earlier	unit	ddl/schematracker/dm_tracker_test.go	dm_tracker_test	test: fix race for SetDDL by moving ddl inject earlier	https://github.com/pingcap/tidb/pull/36964.patch	`SetDDL` 注入时机过晚，其他 goroutine 已开始访问 domain/DDL 状态	是	与 `pr-36768` `pr-36640` 同族	高纯度重复锚点
reviewed	pr-37272	cases/2022/08/pr-37272.json	37272	*: fix the order of `FallbackOldAndSetNewAction`	unit	executor/executor_pkg_test.go	executor_pkg_test	1. The order of `FallbackOldAndSetNewAction` is wrong. It should set the current action to the new one, and set the original one as its fallback (as how it's used, and described in the comments). However, it acts in the opposite way now :facepalm: , and cause the unstable test.	https://github.com/pingcap/tidb/pull/37272.patch	memory spilling / fallback action 顺序错误叠加并行调度，导致测试不稳定	否	更像 ordering / scheduling determinism	不是共享状态 race
reviewed	pr-37371	cases/2022/08/pr-37371.json	37371	*: fix data race in `TestTiFlashGroupIndexWhenStartup`	unit	ddl/ddl_tiflash_test.go	TestTiFlashGroupIndexWhenStartup	*: fix data race in `TestTiFlashGroupIndexWhenStartup`	https://github.com/pingcap/tidb/pull/37371.patch	`MockTiFlash.GroupIndex` 字段被多 goroutine 并发读写	是	属于 MockTiFlash 共享字段需 getter/setter+mutex 子族	高纯度正例
reviewed	pr-37448	cases/2022/08/pr-37448.json	37448	br: fix data race	unit	br/pkg/lightning/backend/local/localhelper_test.go	localhelper_test	br: fix data race	https://github.com/pingcap/tidb/pull/37448.patch	goroutine 捕获并写共享外层 `start/err` 变量	是	属于“goroutine 写共享外层变量”子族	高纯度正例
reviewed	pr-37464	cases/2022/08/pr-37464.json	37464	session: fix data race in the TestInitMetaTable	unit	session/session_test.go	TestInitMetaTable	session: fix data race in the TestInitMetaTable	https://github.com/pingcap/tidb/pull/37464.patch	测试直接拿共享 table metadata 对象断言，后台路径仍可能改写；需先 `Clone` 快照	部分适合	属于共享元数据对象需 snapshot/clone 再用	可作边界正例
reviewed	pr-37472	cases/2022/08/pr-37472.json	37472	br: fix data race in the RecordStores	unit	br/pkg/restore/client_test.go	client_test	br: fix data race in the RecordStores | slices.Sort(r.stores) (br/pkg/restore/client_test.go)	https://github.com/pingcap/tidb/pull/37472.patch	`RecordStores.stores` 共享 slice 在 sort/append 间并发访问	是	属于共享 slice 读写需 mutex 子族	高纯度正例
reviewed	pr-37148	cases/2022/09/pr-37148.json	37148	*: support create table with foreign key and maintain foreign key reference	unit	ddl/foreign_key_test.go	foreign_key_test	Race detector reports data race in foreign key DDL tests / DDL callbacks.	https://github.com/pingcap/tidb/pull/37148.patch	foreign key DDL 测试里的 callback/hook 与测试线程共享状态无同步	是	属于 DDL hook callback 写共享变量无锁子族	与 `pr-34308` 同方向
reviewed	pr-37407	cases/2022/09/pr-37407.json	37407	expression: support all regexp functions	unit	expression/builtin_regexp.go	builtin_regexp	Data race due to unsynchronized shared initialization in regexp builtin.	https://github.com/pingcap/tidb/pull/37407.patch	regexp builtin 的共享初始化状态缺少 `sync.Once`	是	属于 shared initialization / sync.Once 子族	高纯度正例
reviewed	pr-37466	cases/2022/09/pr-37466.json	37466	*: add foreign key constraint check when execute insert statement	unit	ddl/foreign_key_test.go	foreign_key_test	Race detector reports data race in foreign key tests.	https://github.com/pingcap/tidb/pull/37466.patch	foreign key 测试里的 DDL hook/callback 与测试线程共享变量	是	与 `pr-37148` `pr-34308` 同族	重复锚点
reviewed	pr-37517	cases/2022/09/pr-37517.json	37517	br: fix DATA RACE in RecordStores when getting store length	unit	br/pkg/restore/client_test.go	client_test	Race detector reports data race when reading shared RecordStores slice.	https://github.com/pingcap/tidb/pull/37517.patch	`RecordStores.stores` 读长度/取元素时未加锁，与 append/sort 并发	是	与 `pr-37472` 同族	高纯度重复锚点
reviewed	pr-37563	cases/2022/09/pr-37563.json	37563	owner: fix the unstable test of `TestCluster`	unit	owner/manager_test.go	manager_test	Owner election test races with CampaignOwner() goroutine; assertions may run after test proceeds.	https://github.com/pingcap/tidb/pull/37563.patch	owner 竞选测试把断言放在异步 election goroutine 外侧，依赖时序	否	更像 async ordering / assertion timing	不是共享状态 race
reviewed	pr-37766	cases/2022/09/pr-37766.json	37766	DDL: update TiFlash replica progress after available	unit	ddl/ddl_tiflash_test.go	ddl_tiflash_test	Race on TiFlash progress cache map (owner switch / concurrent access).	https://github.com/pingcap/tidb/pull/37766.patch	TiFlash progress cache/map 在 owner switch / polling 中并发访问	部分适合	属于共享 cache/map 在 owner 切换期间被后台路径访问	机制清楚但修法偏 reset/cleanup，先列边界正例
reviewed	pr-37926	cases/2022/09/pr-37926.json	37926	test,ddl: fix data race in `TestCancel`	unit	ddl/callback_test.go	TestCancel	Race detector reports data race in DDL cancel hook state.	https://github.com/pingcap/tidb/pull/37926.patch	DDL cancel hook 里的共享 bool/state 被 callback 与测试线程并发读写	是	属于 DDL hook state 需 atomic/clone callback 子族	高纯度正例
reviewed	pr-37930	cases/2022/09/pr-37930.json	37930	*: add more tests for metadata lock and fix data race	unit	ddl/metadatalocktest/mdl_test.go	mdl_test	Race detector reports data race on TxnCtx-related fields.	https://github.com/pingcap/tidb/pull/37930.patch	TxnCtx 相关字段在锁外 reset/读取，且 helper 暴露可变 slice/map	是	属于 TxnCtx 共享状态需锁保护子族	高价值正例
reviewed	pr-38041	cases/2022/09/pr-38041.json	38041	*: fix data race for txnCtx	unit	executor/seqtest/seq_executor_test.go	seq_executor_test	Race detector reports data race on session TxnCtx.	https://github.com/pingcap/tidb/pull/38041.patch	session TxnCtx 被不同路径并发访问，需加 mutex	是	与 `pr-37930` 同族	高纯度重复锚点
reviewed	pr-38093	cases/2022/09/pr-38093.json	38093	*: fix race and enable race for concurrent ddl test	unit	testkit/mocksessionmanager.go	MockSessionManager	DATA RACE: `testkit/mocksessionmanager.go` concurrent access to `msm.conn` (race detector).	https://github.com/pingcap/tidb/pull/38093.patch	`MockSessionManager` 的 `msm.conn/txn info` 被并发遍历和读取	是	属于 mock session manager/shared map-state 需 mutex 子族	高纯度正例
reviewed	pr-38176	cases/2022/09/pr-38176.json	38176	*: fix data race and enable race for tidb-server	unit	executor/table_reader.go	TableReaderExecutor.buildKVReq	DATA RACE: concurrent access to InfoSchema during KV request build (race detector).	https://github.com/pingcap/tidb/pull/38176.patch	构建 KV request 时直接读共享 live InfoSchema，而 schema update 可并发发生	是	属于共享 InfoSchema 应改用 txn snapshot 子族	高价值正例
reviewed	pr-38207	cases/2022/09/pr-38207.json	38207	br: fix data race in the TestOneStoreFailure	unit	br/pkg/streamhelper/basic_lib_for_test.go	TestOneStoreFailure	Race detector reports data race on region.checkpoint field in fake cluster.	https://github.com/pingcap/tidb/pull/38207.patch	fake cluster 的 `region.checkpoint` 共享计数器被并发读写	是	属于共享数值字段原子化子族	高纯度正例
reviewed	pr-38223	cases/2022/09/pr-38223.json	38223	domain: fix data race in the Domain.bindHandle	unit	bindinfo/handle.go	handle	Race detector reports data race involving Domain.bindHandle / BindHandle internal fields.	https://github.com/pingcap/tidb/pull/38223.patch	`Domain.bindHandle` / `BindHandle` 内部状态被替换式更新，读者可能看到不一致	是	属于共享 handle 应在锁内 reset 而不是直接替换子族	高价值正例
reviewed	pr-38326	cases/2022/10/pr-38326.json	38326	expression: fix data race in the SetCoercibility	unit	expression/collation.go	collationInfo.SetCoercibility	DATA RACE: expression/collation.go (SetCoercibility/Coercibility)	https://github.com/pingcap/tidb/pull/38326.patch	`collationInfo.coer` 共享字段被并发读写	是	属于共享数值字段原子化子族	高纯度正例
reviewed	pr-38343	cases/2022/10/pr-38343.json	38343	ddl: fix data race on the TestDDLCallback.OnJobUpdatedExported	unit	ddl/callback_test.go	TestDDLCallback	Go race detector: data race on TestDDLCallback.OnJobUpdatedExported (concurrent read/write).	https://github.com/pingcap/tidb/pull/38343.patch	`TestDDLCallback.OnJobUpdatedExported` hook 函数指针被并发 set/call	是	属于共享 callback 指针需 atomic.Pointer 子族	高纯度正例
reviewed	pr-38374	cases/2022/10/pr-38374.json	38374	variable: fix data race in the variable.SetPDClientDynamicOption	unit	br/pkg/restore/BUILD.bazel	BUILD	Go race detector: data race on variable.SetPDClientDynamicOption (concurrent set/call).	https://github.com/pingcap/tidb/pull/38374.patch	全局 callback `SetPDClientDynamicOption` 被并发 set/call	是	与 `pr-38343` 同属共享 callback 指针原子化子族	高纯度正例
reviewed	pr-38409	cases/2022/10/pr-38409.json	38409	config: fix data race raised by EnableCollectExecutionInfo	unit	executor/executor_issue_test.go	executor_issue_test	Go race detector: data race on config.Instance.EnableCollectExecutionInfo (concurrent read/write).	https://github.com/pingcap/tidb/pull/38409.patch	全局 `EnableCollectExecutionInfo` 配置位被并发读写	是	属于全局布尔开关原子化子族	高纯度正例
reviewed	pr-38419	cases/2022/10/pr-38419.json	38419	util: fix data race for memory limit tuner test	unit	util/gctuner/memory_limit_tuner_test.go	memory_limit_tuner_test	Go race detector: data race in util/gctuner memory limit tuner state access.	https://github.com/pingcap/tidb/pull/38419.patch	memory limit tuner 的共享状态字段被并发访问	是	属于共享调优器状态原子化子族	高纯度正例
reviewed	pr-38646	cases/2022/11/pr-38646.json	38646	ddl: improve the reorg task scheduling	unit	ddl/backfilling_test.go	backfilling_test	fix data race	https://github.com/pingcap/tidb/pull/38646.patch	backfill worker 在 task/result channel 尚未赋值前就启动 goroutine	是	属于部分初始化对象过早发布给 worker 子族	高价值正例
reviewed	pr-38918	cases/2022/11/pr-38918.json	38918	*:  avoid special cases DATA RACE	unit	sessionctx/variable/session_test.go	session_test	DATA RACE involving session chunk allocator / reuse-chunk pool (race detector).	https://github.com/pingcap/tidb/pull/38918.patch	session级 chunk allocator/reuse pool 在错误路径后仍被未结束 goroutine 复用	是	属于共享 allocator/reuse pool 状态泄漏到异步路径子族	高价值正例
reviewed	pr-39103	cases/2022/11/pr-39103.json	39103	schematracker: treat TableInfo as immutable	unit	ddl/schematracker/dm_tracker_test.go	dm_tracker_test	Potential DATA RACE on shared `TableInfo`/schema metadata between readers and SchemaTracker mutations.	https://github.com/pingcap/tidb/pull/39103.patch	SchemaTracker 原地改共享 `TableInfo/DBInfo`，与读者并发	是	属于共享元数据对象应 immutable/clone-on-write 子族	高价值正例
reviewed	pr-39392	cases/2022/11/pr-39392.json	39392	*: fix data race in the client-go's SetVars	unit	session/session_test/session_test.go	session_test	DATA RACE reported by -race on transaction.SetSuccess in tikvclient/probeSetVars path.	https://github.com/pingcap/tidb/pull/39392.patch	`transaction.SetSuccess` 共享字段被并发读写	是	属于共享布尔/状态字段原子化子族	高纯度正例
reviewed	pr-39630	cases/2022/12/pr-39630.json	39630	executor: fix data race in the slowQueryRuntimeStats	unit	executor/executor_pkg_test.go	TestSlowQueryRuntimeStats	DATA RACE in executor/slow_query.go: concurrent mutation/read of `slowQueryRuntimeStats` during slow query parsing / runtime stats collection.	https://github.com/pingcap/tidb/pull/39630.patch	`slowQueryRuntimeStats` 在解析仍在写入时就被注册/clone/merge	部分适合	属于“共享 stats 对象应在 producer 完成后再发布”子族	机制清晰，但更偏 publish-after-finish 边界
reviewed	pr-39721	cases/2022/12/pr-39721.json	39721	stmtsummary: fix data race in the stmtSummaryByDigestElement.authUsers	unit	util/stmtsummary/statement_summary.go	stmtSummaryByDigestMap.GetMoreThanCntBindableStmt	DATA RACE on `stmtSummaryByDigestElement.authUsers` map (statement summary bindable statement extraction).	https://github.com/pingcap/tidb/pull/39721.patch	把共享 `authUsers` map 直接别名传给 `BindableStatement.Users`	是	属于共享 map 需 copy-on-read / 避免 alias 子族	高价值正例
reviewed	pr-39728	cases/2022/12/pr-39728.json	39728	oomtest: add filter to avoid flaky test in the oomCapture	unit	executor/oomtest/oom_test.go	oom_test	"`oomCapture.tracker` is overwritten by background `BgLogger().Info(""SetTiFlashGroupConfig"")`, leading to wrong captured message / flaky assertions."	https://github.com/pingcap/tidb/pull/39728.patch	后台无关日志覆盖共享 `oomCapture.tracker` 捕获状态	部分适合	更像 test harness 共享日志捕获状态被背景噪声覆盖	保留边界正例
reviewed	pr-39802	cases/2022/12/pr-39802.json	39802	domain: fix data race in the MockInfoCacheAndLoadInfoSchema	unit	domain/test_helper.go	test_helper	DATA RACE when resetting/replacing `Domain.infoCache` / `InfoCache.cache` while other goroutines read it.	https://github.com/pingcap/tidb/pull/39802.patch	测试里直接替换 `infoCache` 指针，读者仍在使用旧/新 cache 交错	是	属于共享 cache 指针不应直接替换，应锁内 reset 子族	高价值正例
reviewed	pr-39932	cases/2022/12/pr-39932.json	39932	*: optimize mpp probe	realtikv	tests/realtikvtest/sessiontest/session_fail_test.go	session_fail_test	DATA RACE involving `globalMPPFailedStoreProbe` / `MPPSotreState` fields while the background probe goroutine runs.	https://github.com/pingcap/tidb/pull/39932.patch	`globalMPPFailedStoreProbe` 的共享 state / ctx/cancel 被后台 probe goroutine 并发访问	是	属于全局 probe/state machine 共享状态需加锁和收口 ctx 子族	高价值正例
reviewed	pr-40023	cases/2022/12/pr-40023.json	40023	server: avoid reusing cached stmt ctx on cursor read	unit	server/conn_stmt_test.go	conn_stmt_test	DATA RACE on cached `StatementContext` / memtracker during cursor fetch (`COM_STMT_FETCH`).	https://github.com/pingcap/tidb/pull/40023.patch	cursor fetch 复用 cached `StatementContext`，后台 coprocessor 仍持有旧 memtracker	是	属于 cached StatementContext 不可跨异步请求复用子族	高价值正例
reviewed	pr-40055	cases/2022/12/pr-40055.json	40055	oomtest: add whitelist for oom test to fix flaky test	unit	executor/oomtest/oom_test.go	oom_test	"`oomCapture.tracker` is overwritten by unrelated background logs (e.g. ""record table item load status failed..."") causing wrong captured message."	https://github.com/pingcap/tidb/pull/40055.patch	后台无关日志再次覆盖共享 `oomCapture.tracker`	部分适合	与 `pr-39728` 同属日志捕获共享状态边界样本	边界正例
reviewed	pr-40090	cases/2022/12/pr-40090.json	40090	ddl: set context correctly in the setDDLLabelForDiagnosis	unit	executor/simple_test.go	TestAddIndex4	Go race detector warning in DDL job context diagnosis label/request-source handling (`TestAddIndex4`).	https://github.com/pingcap/tidb/pull/40090.patch	DDL diagnosis/request-source context 初始化非幂等，jobCtx 部分初始化后就被其他路径读取	是	属于 jobCtx/context 发布应一次完成、幂等初始化子族	与 `pr-36207` `pr-34979` 同方向
reviewed	pr-40154	cases/2022/12/pr-40154.json	40154	util: fix data race in the cpu test	unit	util/cpu/cpu_test.go	cpu_test	Go race detector warning in `TestCPUValue` (CPUObserver start/stop vs concurrent sampling).	https://github.com/pingcap/tidb/pull/40154.patch	CPUObserver start/stop 与并发 sampling 的测试时序不安全	否	更像测试时序 / lifecycle	不是共享状态主机制
reviewed	pr-39817	cases/2023/01/pr-39817.json	39817	executor: fix data race at the ShowExec	unit	util/slice/slice_test.go	slice_test	DATA RACE in ShowExec.fetchShowBind: concurrent access to bind records slice returned by bind handle (executor/show.go)	https://github.com/pingcap/tidb/pull/39817.patch	ShowExec 直接迭代 bind handle 返回的共享 bind records slice	是	属于共享 slice/records 需 deep-copy 再迭代子族	高价值正例
reviewed	pr-40277	cases/2023/01/pr-40277.json	40277	test: fix data race in cast as array	unit	expression/builtin_cast.go	test: fix data race in cast as array	DATA RACE in expression/builtin_cast.go: concurrent access to session `StmtCtx` while `CAST AS ARRAY` toggles statement context flags.	https://github.com/pingcap/tidb/pull/40277.patch	`CAST AS ARRAY` 临时改写共享 session `StmtCtx` 标志再恢复	是	属于 save/restore 型共享 StmtCtx/SessionVars 开关子族	高价值正例
reviewed	pr-40350	cases/2023/01/pr-40350.json	40350	session: fix data race in the LazyTxn.LockKeys	unit	kv/interface_mock_test.go	interface_mock_test	DATA RACE in session/txn.go: `LazyTxn.LockKeys` concurrent access to `txn.mu.TxnInfo` during lock acquisition.	https://github.com/pingcap/tidb/pull/40350.patch	LazyTxn 在 LockKeys 前后更新 `TxnInfo`，部分更新落在安全边界之外	是	属于 TxnInfo/TxnCtx 共享状态需在 txn.mu 内完成更新子族	高价值正例
reviewed	pr-40572	cases/2023/01/pr-40572.json	40572	statistics: fix data race in the Handle.IsTableLocked	unit	statistics/handle/handle.go	Handle.IsTableLocked (race detector)	DATA RACE in statistics/handle/handle.go: concurrent access to `Handle.tableLocked` via `IsTableLocked` without RLock.	https://github.com/pingcap/tidb/pull/40572.patch	`Handle.IsTableLocked` 读共享 `tableLocked` 却未持有 RLock	是	属于共享 map/state 读路径漏锁子族	高纯度正例
reviewed	pr-40588	cases/2023/01/pr-40588.json	40588	meta: add lock at autoid.(*allocator).Base()	unit	meta/autoid/autoid_test.go	autoid_test	DATA RACE in meta/autoid/autoid.go: concurrent `Alloc()` writes vs `Base()`/`End()` reads of `alloc.base`/`alloc.end` without mutex.	https://github.com/pingcap/tidb/pull/40588.patch	`allocator.Base()/End()` 读共享 base/end 时没持有 alloc.mu	是	属于读 accessor 漏锁子族	高纯度正例
reviewed	pr-40754	cases/2023/02/pr-40754.json	40754	sessionctx: fix hidden and user var problems in encoding session states	unit	sessionctx/sessionstates/session_states_test.go	session_states_test	DATA RACE in SessionVars user vars map during concurrent EncodeSessionStates/DecodeSessionStates and SetUserVarVal/GetUserVarVal	https://github.com/pingcap/tidb/pull/40754.patch	DecodeSessionStates 直接替换内部 user-vars map，与其他 goroutine 的 Set/Get 并发	是	属于 SessionVars 共享 map 不可直接替换，应走带锁 API 子族	高价值正例
